new_id,argument,topic,label,weights
9237,"Bruce S. Cooper's reasoning lacks supporting evidence: home-schooling parents do not save the taxpayers any money just as parents' whose ill children miss several days of public school do not save taxpayers money. Nor do parents who send their children to parochial schools save tax dollars. Public schools still have to be built, maintained and staffed regardless of whether some families keep its children at home or choose to send their children to private or parochial schools. Public education must plan and staff to educate _every_ child in the district. I have yet to see any empirical evidence to support the idea that home-schooling or private or religious schools save the taxpayers' money. Flinging around statistics about the average per pupil cost of public education is not the same thing as providing evidence that private or home education reduce the necessary expenditures of public school systems. Can anyone cite any tax bill which was reduced when when parochial schools closed? Mary Askew",home schoolers,0,"[('Bruce', 0), ('S.', 0), ('Cooper', 0), (""'s"", 0), ('reasoning', 0), ('lacks', 0.5823068970787582), ('supporting', 0.5823068970787582), ('evidence', 0.5823068970787582), (':', 0.0), ('home', 1.65357710241407), ('-', 0.0), ('schooling', 1.65357710241407), ('parents', 1.186263374995668), ('do', 1.186263374995668), ('not', 1.65357710241407), ('save', 1.65357710241407), ('the', 0.6039564779169098), ('taxpayers', 1.65357710241407), ('any', 1.186263374995668), ('money', 1.65357710241407), ('just', 0), ('as', 0), ('parents', 0), (""'"", 0.0), ('whose', 0), ('ill', 0), ('children', 0), ('miss', 0), ('several', 0), ('days', 0), ('of', 0), ('public', 0), ('school', 0), ('do', 0), ('not', 0), ('save', 0), ('taxpayers', 0), ('money', 0), ('.', 0.0), ('Nor', 0), ('do', 0), ('parents', 0), ('who', 0), ('send', 0), ('their', 0), ('children', 0), ('to', 0), ('parochial', 0), ('schools', 0), ('save', 0), ('tax', 0), ('dollars', 0), ('.', 0.0), ('Public', 1.0712702053353118), ('schools', 1.0712702053353118), ('still', 0.6039564779169098), ('have', 0.6039564779169098), ('to', 0.6039564779169098), ('be', 0.6039564779169098), ('built', 1.0712702053353118), (',', 0.0), ('maintained', 1.0712702053353118), ('and', 0.6039564779169098), ('staffed', 1.0712702053353118), ('regardless', 1.0712702053353118), ('of', 0.6039564779169098), ('whether', 0.6039564779169098), ('some', 1.0712702053353118), ('families', 1.0712702053353118), ('keep', 1.0712702053353118), ('its', 0.6039564779169098), ('children', 1.0712702053353118), ('at', 0.6039564779169098), ('home', 1.0712702053353118), ('or', 0), ('choose', 0), ('to', 0), ('send', 0), ('their', 0), ('children', 0), ('to', 0), ('private', 0), ('or', 0), ('parochial', 0), ('schools', 0), ('.', 0.0), ('Public', 0), ('education', 0), ('must', 0), ('plan', 0), ('and', 0), ('staff', 0), ('to', 0), ('educate', 0), ('_', 0.0), ('every', 0), ('_', 0.0), ('child', 0), ('in', 0), ('the', 0), ('district', 0), ('.', 0.0), ('I', 0.5823068970787582), ('have', 0.5823068970787582), ('yet', 1.0496206244971602), ('to', 0.5823068970787582), ('see', 1.0496206244971602), ('any', 0), ('empirical', 0.467313727418402), ('evidence', 1.0496206244971602), ('to', 0), ('support', 1.0496206244971602), ('the', 0), ('idea', 0.5823068970787582), ('that', 0.5823068970787582), ('home', 1.0496206244971602), ('-', 0.0), ('schooling', 1.0496206244971602), ('or', 0), ('private', 0), ('or', 0), ('religious', 0), ('schools', 0), ('save', 1.0496206244971602), ('the', 0), ('taxpayers', 1.0496206244971602), (""'"", 0.0), ('money', 1.0496206244971602), ('.', 0.0), ('Flinging', 0), ('around', 0), ('statistics', 0), ('about', 0), ('the', 0), ('average', 0), ('per', 0), ('pupil', 0), ('cost', 0), ('of', 0), ('public', 0), ('education', 0), ('is', 0), ('not', 0), ('the', 0), ('same', 0), ('thing', 0), ('as', 0), ('providing', 0), ('evidence', 0), ('that', 0), ('private', 0), ('or', 0), ('home', 0), ('education', 0), ('reduce', 0), ('the', 0), ('necessary', 0), ('expenditures', 0), ('of', 0), ('public', 0), ('school', 0), ('systems', 0), ('.', 0.0), ('Can', 0), ('anyone', 0), ('cite', 0), ('any', 0), ('tax', 0), ('bill', 0), ('which', 0), ('was', 0), ('reduced', 0), ('when', 0), ('when', 0), ('parochial', 0), ('schools', 0), ('closed', 0), ('?', 0.0), ('Mary', 0), ('Askew', 0)]"
1432,"no extreme parenting does not work. Balance is the key. Whatever style a parent engages in with his/her child, a balanced point of view is preferred. I believe the most important variable is to teach children that they can make decisions. When they are young they learn to make choices, albeit small choices, and as they get older the choices become more significant and important. i think the type of parenting described in the book is extreme and not the best path for parents to follow",extreme parenting,0,"[('no', 0.7774745272204487), ('extreme', 1.9217380552099987), ('parenting', 1.9217380552099987), ('does', 1.9217380552099987), ('not', 1.9217380552099987), ('work', 1.9217380552099987), ('.', 0.0), ('Balance', 0), ('is', 0), ('the', 0), ('key', 0), ('.', 0.0), ('Whatever', 0), ('style', 0), ('a', 0), ('parent', 0), ('engages', 0), ('in', 0), ('with', 0), ('his', 0), ('/', 0.0), ('her', 0), ('child', 0), (',', 0.0), ('a', 0.5823068970787582), ('balanced', 0.5823068970787582), ('point', 0.5823068970787582), ('of', 0.5823068970787582), ('view', 0.5823068970787582), ('is', 0), ('preferred', 0.5823068970787582), ('.', 0.0), ('I', 0), ('believe', 0), ('the', 0), ('most', 0), ('important', 0), ('variable', 0), ('is', 0), ('to', 0), ('teach', 0.5823068970787582), ('children', 0.5823068970787582), ('that', 0), ('they', 0.5823068970787582), ('can', 0.5823068970787582), ('make', 0.5823068970787582), ('decisions', 0.5823068970787582), ('.', 0.0), ('When', 0), ('they', 0), ('are', 0), ('young', 0), ('they', 0), ('learn', 0), ('to', 0), ('make', 0), ('choices', 0), (',', 0.0), ('albeit', 0), ('small', 0), ('choices', 0), (',', 0.0), ('and', 0), ('as', 0), ('they', 0), ('get', 0), ('older', 0), ('the', 0), ('choices', 0), ('become', 0), ('more', 0), ('significant', 0), ('and', 0), ('important', 0), ('.', 0.0), ('i', 0), ('think', 0), ('the', 0), ('type', 0), ('of', 0), ('parenting', 0.561956630910792), ('described', 0.561956630910792), ('in', 0.561956630910792), ('the', 0), ('book', 0.561956630910792), ('is', 0), ('extreme', 0.7774745272204487), ('and', 0), ('not', 1.3394311581312408), ('the', 0), ('best', 1.3394311581312408), ('path', 1.3394311581312408), ('for', 0.561956630910792), ('parents', 0.561956630910792), ('to', 0), ('follow', 0)]"
4095,. Do alcohol and marijuana affect some users negatively? Absolutely. Should minors be allowed to legally consume either one? No. But the war on drugs is a failure. All it does is promote violence and enrich big time drug dealers and the utterly corrupt interdiction apparatus both in the U.S. and abroad. I don't endorse the use of either marijuana or alcohol. But making them illegal protects no one.,pot,1,"[('.', 0.0), ('Do', 0), ('alcohol', 0), ('and', 0), ('marijuana', 0), ('affect', 0), ('some', 0), ('users', 0), ('negatively', 0), ('?', 0.0), ('Absolutely', 0), ('.', 0.0), ('Should', 0), ('minors', 0), ('be', 0), ('allowed', 0), ('to', 0), ('legally', 0), ('consume', 0), ('either', 0), ('one', 0), ('?', 0.0), ('No', 0), ('.', 0.0), ('But', 0), ('the', 0.6039564779169098), ('war', 1.1659131088277017), ('on', 1.1659131088277017), ('drugs', 1.1659131088277017), ('is', 1.1659131088277017), ('a', 1.1659131088277017), ('failure', 1.1659131088277017), ('.', 0.0), ('All', 0), ('it', 0), ('does', 0), ('is', 0), ('promote', 0), ('violence', 0), ('and', 0), ('enrich', 0), ('big', 0), ('time', 0), ('drug', 0), ('dealers', 0), ('and', 0), ('the', 0), ('utterly', 0), ('corrupt', 0), ('interdiction', 0), ('apparatus', 0), ('both', 0), ('in', 0), ('the', 0), ('U.S.', 0), ('and', 0), ('abroad', 0), ('.', 0.0), ('I', 0), ('do', 0), (""n't"", 0), ('endorse', 0), ('the', 0), ('use', 0), ('of', 0), ('either', 0), ('marijuana', 0), ('or', 0), ('alcohol', 0), ('.', 0.0), ('But', 0), ('making', 1.1659131088277017), ('them', 1.1659131088277017), ('illegal', 1.1659131088277017), ('protects', 1.1659131088277017), ('no', 1.1659131088277017), ('one', 1.1659131088277017), ('.', 0.0)]"
4369,I believe that declawing cats is animal abuse. Claws are a cats first line of defense and without their claws they are defenseless. I wish they would make this illegal everywhere. It is selfish for owners to do this. I have two cats who came to me already declawed and I worry that if I did not take them in they would be stray outside cats and probably would not survive. Also one of my cats loves sitting outside in the flower pot and would love to be outside more to explore and fully experience cat behaviors if she had her claws. It is also incredibly painful for the animal and even today just touching my declawed cats front paws makes her wince. If furniture is such a priority maybe you shouldn't have pets or keep them in a different area of your home. Declawing cats fingernails in my mind is equal to removing our feet and hands. If we didn't have our feet or hands we would be defenseless.,your cat,1,"[('I', 0), ('believe', 0), ('that', 0), ('declawing', 0.561956630910792), ('cats', 0.561956630910792), ('is', 0.561956630910792), ('animal', 0.561956630910792), ('abuse', 0.561956630910792), ('.', 0.0), ('Claws', 0), ('are', 0), ('a', 0), ('cats', 0), ('first', 0), ('line', 0), ('of', 0), ('defense', 0), ('and', 0), ('without', 0), ('their', 0), ('claws', 0), ('they', 0), ('are', 0), ('defenseless', 0), ('.', 0.0), ('I', 0), ('wish', 0), ('they', 0), ('would', 0), ('make', 0), ('this', 0), ('illegal', 0), ('everywhere', 0), ('.', 0.0), ('It', 0), ('is', 0), ('selfish', 0), ('for', 0), ('owners', 0), ('to', 0), ('do', 0), ('this', 0), ('.', 0.0), ('I', 0), ('have', 0), ('two', 0), ('cats', 0), ('who', 0), ('came', 0), ('to', 0), ('me', 0), ('already', 0), ('declawed', 0), ('and', 0), ('I', 0), ('worry', 0), ('that', 0), ('if', 0), ('I', 0), ('did', 0), ('not', 0), ('take', 0), ('them', 0), ('in', 0), ('they', 0), ('would', 0), ('be', 0), ('stray', 0), ('outside', 0), ('cats', 0), ('and', 0), ('probably', 0), ('would', 0), ('not', 0), ('survive', 0), ('.', 0.0), ('Also', 0), ('one', 0), ('of', 0), ('my', 0), ('cats', 0), ('loves', 0), ('sitting', 0), ('outside', 0), ('in', 0), ('the', 0), ('flower', 0), ('pot', 0), ('and', 0), ('would', 0), ('love', 0), ('to', 0), ('be', 0), ('outside', 0), ('more', 0), ('to', 0), ('explore', 0), ('and', 0), ('fully', 0), ('experience', 0), ('cat', 0), ('behaviors', 0), ('if', 0), ('she', 0), ('had', 0), ('her', 0), ('claws', 0), ('.', 0.0), ('It', 0), ('is', 0), ('also', 0), ('incredibly', 0), ('painful', 0), ('for', 0), ('the', 0), ('animal', 0), ('and', 0), ('even', 0), ('today', 0), ('just', 0), ('touching', 0), ('my', 0), ('declawed', 0), ('cats', 0), ('front', 0), ('paws', 0), ('makes', 0), ('her', 0), ('wince', 0), ('.', 0.0), ('If', 0), ('furniture', 0), ('is', 0), ('such', 0), ('a', 0), ('priority', 0), ('maybe', 0), ('you', 0), ('should', 0), (""n't"", 0), ('have', 0), ('pets', 0), ('or', 0), ('keep', 0), ('them', 0), ('in', 0), ('a', 0), ('different', 0), ('area', 0), ('of', 0), ('your', 0), ('home', 0), ('.', 0.0), ('Declawing', 0.561956630910792), ('cats', 0), ('fingernails', 0), ('in', 0.561956630910792), ('my', 0.561956630910792), ('mind', 0.561956630910792), ('is', 0), ('equal', 0.561956630910792), ('to', 0.561956630910792), ('removing', 0.561956630910792), ('our', 0), ('feet', 0.561956630910792), ('and', 0.561956630910792), ('hands', 0.561956630910792), ('.', 0.0), ('If', 0), ('we', 0), ('did', 0), (""n't"", 0), ('have', 0), ('our', 0), ('feet', 0), ('or', 0), ('hands', 0), ('we', 0), ('would', 0.561956630910792), ('be', 0.561956630910792), ('defenseless', 0.561956630910792), ('.', 0.0)]"
7433,"Well, that guy just burned a bunch of paper... Why he can't protest against fanatic Muslims? Those who punished him are just getting upset for nothing. Can the burning of a Bible or a Koran means war? this is stupid. People must learn to not get upset for things like that. To convince about God, please don't use terrorism or bullying... use love, reasoning, and wisdom",free speech,1,"[('Well', 0), (',', 0.0), ('that', 0.6039564779169098), ('guy', 0.6039564779169098), ('just', 1.8141151887741038), ('burned', 1.8141151887741038), ('a', 1.2521585578633119), ('bunch', 1.8141151887741038), ('of', 1.8141151887741038), ('paper', 1.8141151887741038), ('...', 0.0), ('Why', 1.210158710857194), ('he', 0.6482020799464021), ('ca', 1.210158710857194), (""n't"", 1.210158710857194), ('protest', 1.210158710857194), ('against', 0), ('fanatic', 0), ('Muslims', 0), ('?', 0.0), ('Those', 0), ('who', 0), ('punished', 0), ('him', 0), ('are', 0), ('just', 0), ('getting', 0), ('upset', 0), ('for', 0), ('nothing', 0), ('.', 0.0), ('Can', 0), ('the', 0), ('burning', 0), ('of', 0), ('a', 0), ('Bible', 0), ('or', 0), ('a', 0), ('Koran', 0), ('means', 0), ('war', 0), ('?', 0.0), ('this', 0), ('is', 0), ('stupid', 0), ('.', 0.0), ('People', 0.6039564779169098), ('must', 0.6039564779169098), ('learn', 0.6039564779169098), ('to', 0), ('not', 0.6039564779169098), ('get', 0.6039564779169098), ('upset', 0.6039564779169098), ('for', 0), ('things', 0), ('like', 0), ('that', 0), ('.', 0.0), ('To', 0.561956630910792), ('convince', 0.561956630910792), ('about', 0), ('God', 0), (',', 0.0), ('please', 0), ('do', 0), (""n't"", 0), ('use', 0), ('terrorism', 0), ('or', 0), ('bullying', 0), ('...', 0.0), ('use', 0.561956630910792), ('love', 0), (',', 0.0), ('reasoning', 0.561956630910792), (',', 0.0), ('and', 0), ('wisdom', 0.561956630910792)]"
1295,"""Are research papers a waste of time?"" Absolutely not! The internet may give students and scholars easy access to sources, but many of these sources are flawed or unreliable in some way. Now more than ever, students need to know how to sift through information to find reliable sources and well-constructed arguments. Writing a research paper is still the best way to do this. Select a paper topic that you find interesting or important. Read and evaluate 10-15 reputable sources related to your topic, and then build an argument that engages with and contributes to this existing research. This might not be the most exciting assignment in the world (depends on the topic, I suppose) but it teaches skills that every college graduate should have. Really, every high school graduate ought to have this training as well. But let's not ask for the moon!",a useful excercise for college students,1,"[('""', 0.0), ('Are', 0), ('research', 0), ('papers', 0), ('a', 0), ('waste', 0), ('of', 0), ('time', 0), ('?', 0.0), ('""', 0.0), ('Absolutely', 0.43168943847698943), ('not', 0.43168943847698943), ('!', 0.0), ('The', 0), ('internet', 0), ('may', 0), ('give', 0), ('students', 0), ('and', 0), ('scholars', 0), ('easy', 0), ('access', 0), ('to', 0), ('sources', 0), (',', 0.0), ('but', 0), ('many', 0), ('of', 0), ('these', 0), ('sources', 0), ('are', 0), ('flawed', 0), ('or', 0), ('unreliable', 0), ('in', 0), ('some', 0), ('way', 0), ('.', 0.0), ('Now', 0), ('more', 0), ('than', 0), ('ever', 0), (',', 0.0), ('students', 1.6838479963403012), ('need', 1.6838479963403012), ('to', 1.2521585578633119), ('know', 1.6838479963403012), ('how', 1.2521585578633119), ('to', 0.6039564779169098), ('sift', 1.6838479963403012), ('through', 1.6838479963403012), ('information', 1.6838479963403012), ('to', 0.6039564779169098), ('find', 1.6838479963403012), ('reliable', 1.6838479963403012), ('sources', 1.6838479963403012), ('and', 0.6039564779169098), ('well', 1.0356459163938991), ('-', 0.0), ('constructed', 1.0356459163938991), ('arguments', 1.0356459163938991), ('.', 0.0), ('Writing', 1.0356459163938991), ('a', 0.6039564779169098), ('research', 1.0356459163938991), ('paper', 1.0356459163938991), ('is', 0.6039564779169098), ('still', 0), ('the', 0.6039564779169098), ('best', 1.0356459163938991), ('way', 1.0356459163938991), ('to', 0.6039564779169098), ('do', 0.6039564779169098), ('this', 0.6039564779169098), ('.', 0.0), ('Select', 0), ('a', 0), ('paper', 0), ('topic', 0), ('that', 0), ('you', 0), ('find', 0), ('interesting', 0), ('or', 0), ('important', 0), ('.', 0.0), ('Read', 0), ('and', 0), ('evaluate', 0), ('10', 0.0), ('-', 0.0), ('15', 0.0), ('reputable', 0), ('sources', 0), ('related', 0), ('to', 0), ('your', 0), ('topic', 0), (',', 0.0), ('and', 0), ('then', 0), ('build', 0), ('an', 0), ('argument', 0), ('that', 0), ('engages', 0), ('with', 0), ('and', 0), ('contributes', 0), ('to', 0), ('this', 0), ('existing', 0), ('research', 0), ('.', 0.0), ('This', 0), ('might', 0), ('not', 0), ('be', 0), ('the', 0), ('most', 0), ('exciting', 0), ('assignment', 0), ('in', 0), ('the', 0), ('world', 0), ('(', 0.0), ('depends', 0), ('on', 0), ('the', 0), ('topic', 0), (',', 0.0), ('I', 0), ('suppose', 0), (')', 0.0), ('but', 0), ('it', 0), ('teaches', 1.0798915184233915), ('skills', 1.0798915184233915), ('that', 0), ('every', 1.0798915184233915), ('college', 1.0798915184233915), ('graduate', 1.0798915184233915), ('should', 1.0798915184233915), ('have', 1.0798915184233915), ('.', 0.0), ('Really', 0), (',', 0.0), ('every', 0), ('high', 0), ('school', 0), ('graduate', 0), ('ought', 0.43168943847698943), ('to', 0), ('have', 0.43168943847698943), ('this', 0.43168943847698943), ('training', 0.43168943847698943), ('as', 0), ('well', 0), ('.', 0.0), ('But', 0), ('let', 0), (""'s"", 0), ('not', 0), ('ask', 0), ('for', 0), ('the', 0), ('moon', 0), ('!', 0.0)]"
2244,"We need to stop selling beer because beer is a gateway alcoholic beverage that will lead people to drinking vodka, Scotch and gin. I find it ludicrous that we are having this discussion in the 21st century...did we fall into a time warp and end up back in the 1930s?",marijuana,1,"[('We', 0), ('need', 0), ('to', 0), ('stop', 0.6236930674898317), ('selling', 0.6236930674898317), ('beer', 0.6236930674898317), ('because', 0.6236930674898317), ('beer', 0), ('is', 0), ('a', 0), ('gateway', 0.6236930674898317), ('alcoholic', 0), ('beverage', 0.6236930674898317), ('that', 0), ('will', 0), ('lead', 0), ('people', 0), ('to', 0), ('drinking', 0), ('vodka', 0), (',', 0.0), ('Scotch', 0), ('and', 0), ('gin', 0), ('.', 0.0), ('I', 0), ('find', 0), ('it', 0), ('ludicrous', 1.2718951474362337), ('that', 0), ('we', 0), ('are', 0), ('having', 0.6482020799464021), ('this', 0), ('discussion', 0.6482020799464021), ('in', 0.6482020799464021), ('the', 0), ('21st', 0.6482020799464021), ('century', 0.6482020799464021), ('...', 0.0), ('did', 0.6482020799464021), ('we', 0.6482020799464021), ('fall', 0.6482020799464021), ('into', 0), ('a', 0), ('time', 0), ('warp', 0), ('and', 0), ('end', 0), ('up', 0), ('back', 0), ('in', 0), ('the', 0), ('1930s', 0.6482020799464021), ('?', 0.0)]"
1533,"Israel is such a dishonest broker that this debate is unnecessary. Never mind the crimes against innocent people, never mind the broken promises; how about the atomic bomb they have hidden in plain site. I would agree to disarm Iran if we did the same with Israel. Unfortunately the Jewish lobby in this country spends copious amounts of money to gain political advantage for this rogue country. If they attack Iran, they should reap the whirlwind.",israel,0,"[('Israel', 1.8711783769401922), ('is', 1.22297629699379), ('such', 0.6464466476093469), ('a', 1.22297629699379), ('dishonest', 1.8711783769401922), ('broker', 1.22297629699379), ('that', 0), ('this', 0), ('debate', 0), ('is', 0), ('unnecessary', 0), ('.', 0.0), ('Never', 0), ('mind', 0), ('the', 0), ('crimes', 1.8711783769401922), ('against', 1.8711783769401922), ('innocent', 1.8711783769401922), ('people', 1.8711783769401922), (',', 0.0), ('never', 0), ('mind', 0), ('the', 0), ('broken', 1.2247317293308453), ('promises', 1.2247317293308453), (';', 0.0), ('how', 0), ('about', 0), ('the', 0), ('atomic', 1.2247317293308453), ('bomb', 1.2247317293308453), ('they', 0.6482020799464021), ('have', 0.6482020799464021), ('hidden', 0.5765296493844431), ('in', 0), ('plain', 0), ('site', 0), ('.', 0.0), ('I', 0), ('would', 0), ('agree', 0), ('to', 0), ('disarm', 0), ('Iran', 0), ('if', 0), ('we', 0), ('did', 0), ('the', 0), ('same', 0), ('with', 0), ('Israel', 0), ('.', 0.0), ('Unfortunately', 0), ('the', 0), ('Jewish', 0), ('lobby', 0), ('in', 0), ('this', 0), ('country', 0), ('spends', 0), ('copious', 0), ('amounts', 0), ('of', 0), ('money', 0), ('to', 0), ('gain', 0), ('political', 0), ('advantage', 0), ('for', 0), ('this', 0), ('rogue', 0), ('country', 0), ('.', 0.0), ('If', 0), ('they', 0), ('attack', 0), ('Iran', 0), (',', 0.0), ('they', 0), ('should', 0), ('reap', 0), ('the', 0), ('whirlwind', 0), ('.', 0.0)]"
1312,"YES. The other way some of them cherry pick is through their faux lotteries. At Success, the first round of the lottery uses a computer algorithm to choose kids; when those families decline or are found ineligible, Success doesn't have to blindly choose anymore - they can go into the 'wait list' pool and select the kids they think will have the fewest academic, behavioral, language, or special needs issues.",cherry-picking students,0,"[('YES', 0), ('.', 0.0), ('The', 0), ('other', 0), ('way', 0), ('some', 0), ('of', 0), ('them', 0), ('cherry', 0), ('pick', 0), ('is', 0), ('through', 0), ('their', 0), ('faux', 0.6482020799464021), ('lotteries', 0.6482020799464021), ('.', 0.0), ('At', 0), ('Success', 0), (',', 0.0), ('the', 0), ('first', 0), ('round', 0), ('of', 0), ('the', 0), ('lottery', 0), ('uses', 0), ('a', 0), ('computer', 0), ('algorithm', 0), ('to', 0), ('choose', 0), ('kids', 0), (';', 0.0), ('when', 0), ('those', 0), ('families', 0), ('decline', 0), ('or', 0), ('are', 0), ('found', 0), ('ineligible', 0), (',', 0.0), ('Success', 0), ('does', 0), (""n't"", 0), ('have', 0), ('to', 0), ('blindly', 0), ('choose', 0), ('anymore', 0), ('-', 0.0), ('they', 0), ('can', 0), ('go', 0), ('into', 0), ('the', 0), (""'"", 0.0), ('wait', 0.6482020799464021), ('list', 0.6482020799464021), (""'"", 0.0), ('pool', 0.6482020799464021), ('and', 0), ('select', 0.6482020799464021), ('the', 0), ('kids', 0.6482020799464021), ('they', 0.6482020799464021), ('think', 0.6482020799464021), ('will', 0.6482020799464021), ('have', 0.6482020799464021), ('the', 0), ('fewest', 0.6482020799464021), ('academic', 0), (',', 0.0), ('behavioral', 0), (',', 0.0), ('language', 0), (',', 0.0), ('or', 0), ('special', 0), ('needs', 0), ('issues', 0.6482020799464021), ('.', 0.0)]"
112,"Most of the smartest women I know aren't competing in pageants...and the opportunities these pageants provide in cash for a few women do not undue the harm that they cause for the millions of others that watch. The only 'brainy' thing the women do on stage is anwser a one-line question. Even the volunteering component is still a bit silly. Given that volunteering is now a pre-req for college admissions, these women don't achieve much more than their peers do. These pageants seem more like finishing school for future high-end trophy wives who are well-kept and dabble in charity on the side...",miss america,0,"[('Most', 0.561956630910792), ('of', 0), ('the', 0.6039564779169098), ('smartest', 1.8141151887741038), ('women', 1.8141151887741038), ('I', 0.6039564779169098), ('know', 0.6039564779169098), ('are', 1.8141151887741038), (""n't"", 1.8141151887741038), ('competing', 0.6482020799464021), ('in', 1.1659131088277017), ('pageants', 1.8141151887741038), ('...', 0.0), ('and', 0), ('the', 0), ('opportunities', 0.561956630910792), ('these', 0), ('pageants', 0), ('provide', 0), ('in', 0), ('cash', 0), ('for', 0), ('a', 0), ('few', 0), ('women', 0), ('do', 0.561956630910792), ('not', 0.561956630910792), ('undue', 0.561956630910792), ('the', 0), ('harm', 1.210158710857194), ('that', 0), ('they', 0), ('cause', 0.6482020799464021), ('for', 0), ('the', 0), ('millions', 0), ('of', 0), ('others', 0), ('that', 0), ('watch', 0), ('.', 0.0), ('The', 0), ('only', 0), (""'"", 0.0), ('brainy', 0), (""'"", 0.0), ('thing', 0), ('the', 0), ('women', 0), ('do', 0), ('on', 0), ('stage', 0), ('is', 0), ('anwser', 0), ('a', 0), ('one', 0), ('-', 0.0), ('line', 0), ('question', 0), ('.', 0.0), ('Even', 0), ('the', 0), ('volunteering', 0), ('component', 0), ('is', 0), ('still', 0), ('a', 0), ('bit', 0), ('silly', 0), ('.', 0.0), ('Given', 0), ('that', 0), ('volunteering', 0), ('is', 0), ('now', 0), ('a', 0), ('pre', 0), ('-', 0.0), ('req', 0), ('for', 0), ('college', 0), ('admissions', 0), (',', 0.0), ('these', 0), ('women', 0.6482020799464021), ('do', 0.6482020799464021), (""n't"", 0.6482020799464021), ('achieve', 0.6482020799464021), ('much', 0.6482020799464021), ('more', 0.6482020799464021), ('than', 0.6482020799464021), ('their', 0.6482020799464021), ('peers', 0.6482020799464021), ('do', 0), ('.', 0.0), ('These', 0), ('pageants', 1.1659131088277017), ('seem', 1.1659131088277017), ('more', 0.6039564779169098), ('like', 1.1659131088277017), ('finishing', 0.6039564779169098), ('school', 1.1659131088277017), ('for', 1.1659131088277017), ('future', 0.6039564779169098), ('high', 0.6039564779169098), ('-', 0.0), ('end', 0.6039564779169098), ('trophy', 1.1659131088277017), ('wives', 1.1659131088277017), ('who', 0), ('are', 0), ('well', 0), ('-', 0.0), ('kept', 0), ('and', 0), ('dabble', 0), ('in', 0), ('charity', 0), ('on', 0), ('the', 0), ('side', 0), ('...', 0.0)]"
1191,"Sorry to brake the news but the US looks nowadays like an inflated old, very yucky USSR. Killing and maiming across the world and the seven seas, arming Israel to the teeth and disregarding the most basic human rights anywhere in the world, even in the US where people (mostly men) get shot left and right every day.",israel,0,"[('Sorry', 0.43168943847698943), ('to', 0), ('brake', 0), ('the', 0), ('news', 0), ('but', 0), ('the', 0), ('US', 0.6482020799464021), ('looks', 0.6482020799464021), ('nowadays', 0), ('like', 0.6482020799464021), ('an', 0), ('inflated', 0), ('old', 0), (',', 0.0), ('very', 0), ('yucky', 0), ('USSR', 0.6482020799464021), ('.', 0.0), ('Killing', 0.43168943847698943), ('and', 0), ('maiming', 0.43168943847698943), ('across', 0), ('the', 0), ('world', 0), ('and', 0), ('the', 0), ('seven', 0), ('seas', 0), (',', 0.0), ('arming', 1.6838479963403012), ('Israel', 1.6838479963403012), ('to', 1.6838479963403012), ('the', 1.2521585578633119), ('teeth', 1.6838479963403012), ('and', 0.6039564779169098), ('disregarding', 1.0356459163938991), ('the', 0.6039564779169098), ('most', 0.6039564779169098), ('basic', 1.0356459163938991), ('human', 1.0356459163938991), ('rights', 1.0356459163938991), ('anywhere', 0), ('in', 0), ('the', 0), ('world', 0), (',', 0.0), ('even', 0), ('in', 0), ('the', 0), ('US', 0), ('where', 0), ('people', 0), ('(', 0.0), ('mostly', 0), ('men', 0), (')', 0.0), ('get', 0), ('shot', 0), ('left', 0), ('and', 0), ('right', 0), ('every', 0), ('day', 0), ('.', 0.0)]"
1829,YES! They always have and always will ... until our government restricts the practice. I was told by a CA University professor they wanted out of state and foreign students because they paid more ... and that was 1978. DJM,in-state students,1,"[('YES', 0), ('!', 0.0), ('They', 0), ('always', 0), ('have', 0), ('and', 0), ('always', 0), ('will', 0), ('...', 0.0), ('until', 0), ('our', 0), ('government', 0), ('restricts', 0), ('the', 0), ('practice', 0), ('.', 0.0), ('I', 0), ('was', 0), ('told', 0), ('by', 0), ('a', 0), ('CA', 0.6482020799464021), ('University', 0.6482020799464021), ('professor', 0), ('they', 0), ('wanted', 1.7866883602416372), ('out', 1.7866883602416372), ('of', 1.7866883602416372), ('state', 1.7866883602416372), ('and', 0), ('foreign', 0.561956630910792), ('students', 1.210158710857194), ('because', 0.5765296493844431), ('they', 0.5765296493844431), ('paid', 1.138486280295235), ('more', 1.138486280295235), ('...', 0.0), ('and', 0), ('that', 0), ('was', 0), ('1978', 0.0), ('.', 0.0), ('DJM', 0)]"
